,text,0,1,2,3,4,5,6,7,8,9,10,11,12
56,"Armes, A.F. (1900). ""Outline of cat lessons"". The School Journal. LXI: 659. Archived from the original on 6 August 2021. Retrieved 5 June 2020.",https://books.google.com/books?id=-_gBAAAAYAAJ,https://web.archive.org/web/20210806133121/https://books.google.com/books?id=-_gBAAAAYAAJ,,,,,,,,,,,
57,"Homberger, D. G.; Ham, K.; Ogunbakin, T.; Bonin, J. A.; Hopkins, B. A.; Osborn, M. L.; et al. (2009). ""The structure of the cornified claw sheath in the domesticated cat (Felis catus): Implications for the claw-shedding mechanism and the evolution of cornified digital end organs"". J Anat. 214 (4): 620–43. doi:10.1111/j.1469-7580.2009.01068.x. PMC 2736126. PMID 19422432.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2736126,/wiki/Doi_(identifier),https://doi.org/10.1111%2Fj.1469-7580.2009.01068.x,/wiki/PMC_(identifier),https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2736126,/wiki/PMID_(identifier),https://pubmed.ncbi.nlm.nih.gov/19422432,,,,,,
58,"Danforth, C. H. (1947). ""Heredity of polydactyly in the cat"". The Journal of Heredity. 38 (4): 107–112. doi:10.1093/oxfordjournals.jhered.a105701. PMID 20242531.",/wiki/Doi_(identifier),https://doi.org/10.1093%2Foxfordjournals.jhered.a105701,/wiki/PMID_(identifier),https://pubmed.ncbi.nlm.nih.gov/20242531,,,,,,,,,
59,"Lettice, L. A.; Hill, A. E.; Devenney, P. S.; Hill, R. E. (2008). ""Point mutations in a distant sonic hedgehog cis-regulator generate a variable regulatory output responsible for preaxial polydactyly"". Human Molecular Genetics. 17 (7): 978–985. doi:10.1093/hmg/ddm370. hdl:20.500.11820/76c18e1b-ba87-49c6-9da7-c837187646a5. PMID 18156157.",https://doi.org/10.1093%2Fhmg%2Fddm370,/wiki/Doi_(identifier),https://doi.org/10.1093%2Fhmg%2Fddm370,/wiki/Hdl_(identifier),https://hdl.handle.net/20.500.11820%2F76c18e1b-ba87-49c6-9da7-c837187646a5,/wiki/PMID_(identifier),https://pubmed.ncbi.nlm.nih.gov/18156157,,,,,,
60,"Pocock, R. I. (1917). ""VII — On the external characters of the Felidæ"". The Annals and Magazine of Natural History; Zoology, Botany, and Geology. 8. 19 (109): 113–136. doi:10.1080/00222931709486916.",https://archive.org/details/ser8annalsmagazi19londuoft,https://archive.org/details/ser8annalsmagazi19londuoft/page/113,/wiki/Doi_(identifier),https://doi.org/10.1080%2F00222931709486916,,,,,,,,,
61,"Christensen, W. (2004). ""The physical cat"". Outwitting Cats. Globe Pequot. pp. 22–45. ISBN 9781592282401.",https://books.google.com/books?id=WmuQQXU6EtAC&pg=PA27,https://archive.org/details/outwittingcatsti0000chri/page/22,/wiki/Globe_Pequot,https://archive.org/details/outwittingcatsti0000chri/page/22,/wiki/ISBN_(identifier),/wiki/Special:BookSources/9781592282401,,,,,,,
62,"Kent, Marc; Platt, Simon R. (September 2010). ""The neurology of balance: Function and dysfunction of the vestibular system in dogs and cats"". The Veterinary Journal. 185 (3): 247–249. doi:10.1016/j.tvjl.2009.10.029. PMID 19944632.",/wiki/Doi_(identifier),https://doi.org/10.1016%2Fj.tvjl.2009.10.029,/wiki/PMID_(identifier),https://pubmed.ncbi.nlm.nih.gov/19944632,,,,,,,,,
63,"Gerathewohl, S. J.; Stallings, H. D. (1957). ""The labyrinthine posture reflex (righting reflex) in the cat during weightlessness"" (PDF). The Journal of Aviation Medicine. 28 (4): 345–355. PMID 13462942. Archived (PDF) from the original on 3 October 2020. Retrieved 27 April 2019.",https://spacemedicineassociation.org/download/history/history_files_1957/28040345-1.pdf,/wiki/PMID_(identifier),https://pubmed.ncbi.nlm.nih.gov/13462942,https://web.archive.org/web/20201003155151/https://spacemedicineassociation.org/download/history/history_files_1957/28040345-1.pdf,,,,,,,,,
64,"Nguyen, H. D. (1998). ""How does a cat always land on its feet?"". School of Medical Engineering. Dynamics II (ME 3760) course materials. Georgia Institute of Technology. Archived from the original on 10 April 2001. Retrieved 15 May 2007.  This tertiary source  reuses information from other sources but does not name them.",https://web.archive.org/web/20010410235503/http://helix.gatech.edu/Classes/ME3760/1998Q3/Projects/Nguyen/,/wiki/Georgia_Institute_of_Technology,http://helix.gatech.edu/Classes/ME3760/1998Q3/Projects/Nguyen/,/wiki/Wikipedia:Tertiary_sources,,,,,,,,,
65,"Batterman, R. (2003). ""Falling cats, parallel parking, and polarized light"" (PDF). Studies in History and Philosophy of Science Part B: Studies in History and Philosophy of Modern Physics. 34 (4): 527–557. Bibcode:2003SHPMP..34..527B. doi:10.1016/s1355-2198(03)00062-5. Archived (PDF) from the original on 20 July 2018. Retrieved 13 September 2022.",http://philsci-archive.pitt.edu/794/1/falling-cats.pdf,/wiki/Bibcode_(identifier),https://ui.adsabs.harvard.edu/abs/2003SHPMP..34..527B,/wiki/Doi_(identifier),https://doi.org/10.1016%2Fs1355-2198%2803%2900062-5,https://web.archive.org/web/20180720140329/http://philsci-archive.pitt.edu/794/1/falling-cats.pdf,,,,,,,
66,"Eizirik, Eduardo; Yuhki, Naoya; Johnson, Warren E.; Menotti-Raymond, Marilyn; Hannah, Steven S.; O'Brien, Stephen J. (4 March 2003). ""Molecular Genetics and Evolution of Melanism in the Cat Family"". Current Biology. 13 (5): 448–453. Bibcode:2003CBio...13..448E. doi:10.1016/S0960-9822(03)00128-3. ISSN 0960-9822. PMID 12620197. S2CID 19021807.",https://doi.org/10.1016%2FS0960-9822%2803%2900128-3,/wiki/Bibcode_(identifier),https://ui.adsabs.harvard.edu/abs/2003CBio...13..448E,/wiki/Doi_(identifier),https://doi.org/10.1016%2FS0960-9822%2803%2900128-3,/wiki/ISSN_(identifier),https://www.worldcat.org/issn/0960-9822,/wiki/PMID_(identifier),https://pubmed.ncbi.nlm.nih.gov/12620197,/wiki/S2CID_(identifier),https://api.semanticscholar.org/CorpusID:19021807,,
67,"Eizirik, Eduardo; Yuhki, Naoya; Johnson, Warren E.; Menotti-Raymond, Marilyn; Hannah, Steven S.; O'Brien, Stephen J. (4 March 2003). ""Molecular Genetics and Evolution of Melanism in the Cat Family"" (PDF). Cell Press. 13 (5): 448–453. Bibcode:2003CBio...13..448E. doi:10.1016/s0960-9822(03)00128-3. PMID 12620197. Archived (PDF) from the original on 26 March 2024. Retrieved 26 March 2024.",https://www.cell.com/current-biology/pdf/S0960-9822(03)00128-3.pdf,/wiki/Bibcode_(identifier),https://ui.adsabs.harvard.edu/abs/2003CBio...13..448E,/wiki/Doi_(identifier),https://doi.org/10.1016%2Fs0960-9822%2803%2900128-3,/wiki/PMID_(identifier),https://pubmed.ncbi.nlm.nih.gov/12620197,https://web.archive.org/web/20240326122953/https://www.cell.com/current-biology/pdf/S0960-9822(03)00128-3.pdf,,,,,
68,"Ollivier, F. J.; Samuelson, D. A.; Brooks, D. E.; Lewis, P. A.; Kallberg, M. E.; Komaromy, A. M. (2004). ""Comparative morphology of the Tapetum Lucidum (among selected species)"". Veterinary Ophthalmology. 7 (1): 11–22. doi:10.1111/j.1463-5224.2004.00318.x. PMID 14738502. S2CID 15419778.",/wiki/Doi_(identifier),https://doi.org/10.1111%2Fj.1463-5224.2004.00318.x,/wiki/PMID_(identifier),https://pubmed.ncbi.nlm.nih.gov/14738502,/wiki/S2CID_(identifier),https://api.semanticscholar.org/CorpusID:15419778,,,,,,,
69,"Malmström, T.; Kröger, R. H. (2006). ""Pupil shapes and lens optics in the eyes of terrestrial vertebrates"". Journal of Experimental Biology. 209 (1): 18–25. doi:10.1242/jeb.01959. PMID 16354774.",https://doi.org/10.1242%2Fjeb.01959,/wiki/Doi_(identifier),https://doi.org/10.1242%2Fjeb.01959,/wiki/PMID_(identifier),https://pubmed.ncbi.nlm.nih.gov/16354774,,,,,,,,
70,"Hammond, P.; Mouat, G. S. V. (1985). ""The relationship between feline pupil size and luminance"". Experimental Brain Research. 59 (3): 485–490. doi:10.1007/BF00261338. PMID 4029324. S2CID 11858455.",/wiki/Doi_(identifier),https://doi.org/10.1007%2FBF00261338,/wiki/PMID_(identifier),https://pubmed.ncbi.nlm.nih.gov/4029324,/wiki/S2CID_(identifier),https://api.semanticscholar.org/CorpusID:11858455,,,,,,,
71,"Loop, M. S.; Bruce, L. L. (1978). ""Cat color vision: The effect of stimulus size"". Science. 199 (4334): 1221–1222. Bibcode:1978Sci...199.1221L. doi:10.1126/science.628838. PMID 628838.",/wiki/Bibcode_(identifier),https://ui.adsabs.harvard.edu/abs/1978Sci...199.1221L,/wiki/Doi_(identifier),https://doi.org/10.1126%2Fscience.628838,/wiki/PMID_(identifier),https://pubmed.ncbi.nlm.nih.gov/628838,,,,,,,
72,"Guenther, E.; Zrenner, E. (1993). ""The spectral sensitivity of dark- and light-adapted cat retinal ganglion cells"". Journal of Neuroscience. 13 (4): 1543–1550. doi:10.1523/JNEUROSCI.13-04-01543.1993. PMC 6576706. PMID 8463834.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6576706,/wiki/Doi_(identifier),https://doi.org/10.1523%2FJNEUROSCI.13-04-01543.1993,/wiki/PMC_(identifier),https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6576706,/wiki/PMID_(identifier),https://pubmed.ncbi.nlm.nih.gov/8463834,,,,,,
73,"Heffner, R. S. (1985). ""Hearing range of the domestic cat"" (PDF). Hearing Research. 19 (1): 85–88. doi:10.1016/0378-5955(85)90100-5. PMID 4066516. S2CID 4763009. Archived (PDF) from the original on 7 July 2021. Retrieved 10 October 2019.",https://www.utoledo.edu/al/psychology/pdfs/comphearaudio/HearingRangeOfTheDomesticCat_1985.pdf,/wiki/Doi_(identifier),https://doi.org/10.1016%2F0378-5955%2885%2990100-5,/wiki/PMID_(identifier),https://pubmed.ncbi.nlm.nih.gov/4066516,/wiki/S2CID_(identifier),https://api.semanticscholar.org/CorpusID:4763009,https://web.archive.org/web/20210707001511/https://www.utoledo.edu/al/psychology/pdfs/comphearaudio/HearingRangeOfTheDomesticCat_1985.pdf,,,,,
74,"Heffner, H. E. (1998). ""Auditory awareness"". Applied Animal Behaviour Science. 57 (3–4): 259–268. doi:10.1016/S0168-1591(98)00101-4.",/wiki/Doi_(identifier),https://doi.org/10.1016%2FS0168-1591%2898%2900101-4,,,,,,,,,,,
75,"Heffner, R. S. (2004). ""Primate hearing from a mammalian perspective"". The Anatomical Record Part A: Discoveries in Molecular, Cellular, and Evolutionary Biology. 281 (1): 1111–1122. doi:10.1002/ar.a.20117. PMID 15472899. S2CID 4991969.",https://doi.org/10.1002%2Far.a.20117,/wiki/Doi_(identifier),https://doi.org/10.1002%2Far.a.20117,/wiki/PMID_(identifier),https://pubmed.ncbi.nlm.nih.gov/15472899,/wiki/S2CID_(identifier),https://api.semanticscholar.org/CorpusID:4991969,,,,,,
76,"Sunquist, M.; Sunquist, F. (2002). ""What is a Cat?"". Wild Cats of the World. University of Chicago Press. pp. 5–18. ISBN 9780226779997. Archived from the original on 19 July 2023. Retrieved 25 October 2020.",https://books.google.com/books?id=hFbJWMh9-OAC&pg=PA3,/wiki/ISBN_(identifier),/wiki/Special:BookSources/9780226779997,https://web.archive.org/web/20230719111036/https://books.google.com/books?id=hFbJWMh9-OAC&pg=PA3,,,,,,,,,
77,"Blumberg, M. S. (1992). ""Rodent ultrasonic short calls: Locomotion, biomechanics, and communication"". Journal of Comparative Psychology. 106 (4): 360–365. doi:10.1037/0735-7036.106.4.360. PMID 1451418.",/wiki/Doi_(identifier),https://doi.org/10.1037%2F0735-7036.106.4.360,/wiki/PMID_(identifier),https://pubmed.ncbi.nlm.nih.gov/1451418,,,,,,,,,
78,"Takagi, S.; Chijiiwa, H.; Arahori, M.; Saito, A.; Fujita, K.; Kuroshima, H. (2021). ""Socio-spatial cognition in cats: Mentally mapping owner's location from voice"". PLOS ONE. 16 (11): e0257611. Bibcode:2021PLoSO..1657611T. doi:10.1371/journal.pone.0257611. PMC 8580247. PMID 34758043.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580247,/wiki/Bibcode_(identifier),https://ui.adsabs.harvard.edu/abs/2021PLoSO..1657611T,/wiki/Doi_(identifier),https://doi.org/10.1371%2Fjournal.pone.0257611,/wiki/PMC_(identifier),https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580247,/wiki/PMID_(identifier),https://pubmed.ncbi.nlm.nih.gov/34758043,,,,
79,"Moulton, David G. (1 August 1967). ""Olfaction in mammals"". American Zoologist. 7 (3): 421–429. doi:10.1093/icb/7.3.421. ISSN 0003-1569. PMID 6077376. Archived from the original on 6 August 2021. Retrieved 22 November 2019.",https://academic.oup.com/icb/article/7/3/421/244992,/wiki/Doi_(identifier),https://doi.org/10.1093%2Ficb%2F7.3.421,/wiki/ISSN_(identifier),https://www.worldcat.org/issn/0003-1569,/wiki/PMID_(identifier),https://pubmed.ncbi.nlm.nih.gov/6077376,https://web.archive.org/web/20210806144530/https://academic.oup.com/icb/article/7/3/421/244992,,,,,
80,"Miyazaki, Masao; Yamashita, Tetsuro; Suzuki, Yusuke; Saito, Yoshihiro; Soeta, Satoshi; Taira, Hideharu; Suzuki, Akemi (October 2006). ""A major urinary protein of the domestic cat regulates the production of felinine, a putative pheromone precursor"". Chemistry & Biology. 13 (10): 1071–1079. doi:10.1016/j.chembiol.2006.08.013. PMID 17052611.",https://doi.org/10.1016%2Fj.chembiol.2006.08.013,/wiki/Doi_(identifier),https://doi.org/10.1016%2Fj.chembiol.2006.08.013,/wiki/PMID_(identifier),https://pubmed.ncbi.nlm.nih.gov/17052611,,,,,,,,
81,"Sommerville, B. A. (1998). ""Olfactory Awareness"". Applied Animal Behaviour Science. 57 (3–4): 269–286. doi:10.1016/S0168-1591(98)00102-6.",/wiki/Doi_(identifier),https://doi.org/10.1016%2FS0168-1591%2898%2900102-6,,,,,,,,,,,
82,"Grognet, Jeff (June 1990). ""Catnip: Its uses and effects, past and present"". The Canadian Veterinary Journal. 31 (6): 455–456. PMC 1480656. PMID 17423611.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1480656,/wiki/PMC_(identifier),https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1480656,/wiki/PMID_(identifier),https://pubmed.ncbi.nlm.nih.gov/17423611,,,,,,,,
83,"Turner, Ramona (29 May 2007). ""How does catnip work its magic on cats?"". Scientific American. Archived from the original on 22 October 2013.",http://www.scientificamerican.com/article.cfm?id=experts-how-does-catnip-work-on-cats,/wiki/Scientific_American,https://web.archive.org/web/20131022023257/http://www.scientificamerican.com/article.cfm?id=experts-how-does-catnip-work-on-cats,,,,,,,,,,
84,"Tucker, Arthur; Tucker, Sharon (1988). ""Catnip and the catnip response"". Economic Botany. 42 (2): 214–231. doi:10.1007/BF02858923. S2CID 34777592.",/wiki/Doi_(identifier),https://doi.org/10.1007%2FBF02858923,/wiki/S2CID_(identifier),https://api.semanticscholar.org/CorpusID:34777592,,,,,,,,,
85,"Schelling, Christianne. ""Do cats have a sense of taste?"". CatHealth.com. Archived from the original on 28 January 2016.",http://www.cathealth.com/nutrition/do-cats-have-a-sense-of-taste,https://web.archive.org/web/20160128163535/http://www.cathealth.com/nutrition/do-cats-have-a-sense-of-taste,,,,,,,,,,,
86,"Jiang, Peihua; Josue, Jesusa; Li, Xia; Glaser, Dieter; Li, Weihua; Brand, Joseph G.; Margolskee, Robert F.; Reed, Danielle R.; Beauchamp, Gary K. (12 March 2012), ""Major taste loss in carnivorous mammals"", PNAS, 13 (109): 4956–4961, doi:10.1073/pnas.1118360109, PMC 3324019, PMID 22411809",/wiki/Doi_(identifier),https://doi.org/10.1073%2Fpnas.1118360109,/wiki/PMC_(identifier),https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3324019,/wiki/PMID_(identifier),https://pubmed.ncbi.nlm.nih.gov/22411809,,,,,,,
87,"Bradshaw, John W. S. (1 July 2006). ""The evolutionary basis for the feeding behavior of domestic dogs (Canis familiaris) and cats (Felis catus)"". Journal of Nutrition. 136 (7): 1927S–1931. doi:10.1093/jn/136.7.1927S. PMID 16772461.",https://doi.org/10.1093%2Fjn%2F136.7.1927S,/wiki/Doi_(identifier),https://doi.org/10.1093%2Fjn%2F136.7.1927S,/wiki/PMID_(identifier),https://pubmed.ncbi.nlm.nih.gov/16772461,,,,,,,,
88,"McGrane, Scott J.; Gibbs, Matthew; Hernangomez de Alvaro, Carlos; Dunlop, Nicola; Winnig, Marcel; Klebansky, Boris; Waller, Daniel (1 January 2023). ""Umami taste perception and preferences of the domestic cat (Felis catus), an obligate carnivore"". Chemical Senses. 48. doi:10.1093/chemse/bjad026. ISSN 0379-864X. PMC 10468298. PMID 37551788.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10468298,/wiki/Doi_(identifier),https://doi.org/10.1093%2Fchemse%2Fbjad026,/wiki/ISSN_(identifier),https://www.worldcat.org/issn/0379-864X,/wiki/PMC_(identifier),https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10468298,/wiki/PMID_(identifier),https://pubmed.ncbi.nlm.nih.gov/37551788,,,,
89,"Grimm, David (1 October 2023). ""Why do cats love tuna so much?"". Science. 381 (6661): 935. Bibcode:2023Sci...381..935G. doi:10.1126/science.adk5725. ISSN 0036-8075. PMID 37651517. S2CID 261395204.",/wiki/Science_(journal),/wiki/Bibcode_(identifier),https://ui.adsabs.harvard.edu/abs/2023Sci...381..935G,/wiki/Doi_(identifier),https://doi.org/10.1126%2Fscience.adk5725,/wiki/ISSN_(identifier),https://www.worldcat.org/issn/0036-8075,/wiki/PMID_(identifier),https://pubmed.ncbi.nlm.nih.gov/37651517,/wiki/S2CID_(identifier),https://api.semanticscholar.org/CorpusID:261395204,,
90,"Germain, E.; Benhamou, S.; Poulle, M.-L. (2008). ""Spatio-temporal Sharing between the European Wildcat, the Domestic Cat and their Hybrids"". Journal of Zoology. 276 (2): 195–203. doi:10.1111/j.1469-7998.2008.00479.x.",https://doi.org/10.1111%2Fj.1469-7998.2008.00479.x,/wiki/Doi_(identifier),https://doi.org/10.1111%2Fj.1469-7998.2008.00479.x,,,,,,,,,,
91,"Barratt, D. G. (1997). ""Home Range Size, Habitat Utilisation and Movement Patterns of Suburban and Farm Cats Felis catus"". Ecography. 20 (3): 271–280. Bibcode:1997Ecogr..20..271B. doi:10.1111/j.1600-0587.1997.tb00371.x. JSTOR 3682838.",/wiki/Bibcode_(identifier),https://ui.adsabs.harvard.edu/abs/1997Ecogr..20..271B,/wiki/Doi_(identifier),https://doi.org/10.1111%2Fj.1600-0587.1997.tb00371.x,/wiki/JSTOR_(identifier),https://www.jstor.org/stable/3682838,,,,,,,
92,"Randall, W.; Johnson, R. F.; Randall, S.; Cunningham, J. T. (1985). ""Circadian rhythms in food intake and activity in domestic cats"". Behavioral Neuroscience. 99 (6): 1162–1175. doi:10.1037/0735-7044.99.6.1162. PMID 3843546.",/wiki/Doi_(identifier),https://doi.org/10.1037%2F0735-7044.99.6.1162,/wiki/PMID_(identifier),https://pubmed.ncbi.nlm.nih.gov/3843546,,,,,,,,,
93,"Ling, Thomas (2 June 2021). ""Why do cats sleep so much?"". BBC Science Focus Magazine. Archived from the original on 3 April 2023. Retrieved 3 April 2023.",https://www.sciencefocus.com/nature/why-do-cats-sleep-so-much/,https://web.archive.org/web/20230403180235/https://www.sciencefocus.com/nature/why-do-cats-sleep-so-much/,,,,,,,,,,,
94,"Jouvet, M. (1979). ""What Does a Cat Dream About?"". Trends in Neurosciences. 2: 280–282. doi:10.1016/0166-2236(79)90110-3. S2CID 53161799.",/wiki/Doi_(identifier),https://doi.org/10.1016%2F0166-2236%2879%2990110-3,/wiki/S2CID_(identifier),https://api.semanticscholar.org/CorpusID:53161799,,,,,,,,,
95,"Crowell-Davis, S. L.; Curtis, T. M.; Knowles, R. J. (2004). ""Social Organization in the Cat: A Modern Understanding"" (PDF). Journal of Feline Medicine and Surgery. 6 (1): 19–28. doi:10.1016/j.jfms.2003.09.013. PMID 15123163. S2CID 25719922. Archived from the original (PDF) on 20 July 2011.",https://web.archive.org/web/20110720231305/http://zoopsy.free.fr/veille_biblio/social_organization_cat_2004.pdf,/wiki/Doi_(identifier),https://doi.org/10.1016%2Fj.jfms.2003.09.013,/wiki/PMID_(identifier),https://pubmed.ncbi.nlm.nih.gov/15123163,/wiki/S2CID_(identifier),https://api.semanticscholar.org/CorpusID:25719922,http://zoopsy.free.fr/veille_biblio/social_organization_cat_2004.pdf,,,,,
96,"Liberg, O.; Sandell, M.; Pontier, D.; Natoli, E. (2000). ""Density, spatial organisation and reproductive tactics in the domestic cat and other felids"". In Turner, D. C.; Bateson, P. (eds.). The domestic cat: the biology of its behaviour (2nd ed.). Cambridge: Cambridge University Press. pp. 119–147. ISBN 9780521636483. Archived from the original on 31 March 2021. Retrieved 25 October 2020.",https://books.google.com/books?id=GgUwg6gU7n4C&pg=PA119,/wiki/ISBN_(identifier),/wiki/Special:BookSources/9780521636483,https://web.archive.org/web/20210331062218/https://books.google.com/books?id=GgUwg6gU7n4C&pg=PA119,,,,,,,,,
97,"Baron, A.; Stewart, C. N.; Warren, J. M. (1 January 1957). ""Patterns of social interaction in cats (Felis domestica)"". Behaviour. 11 (1): 56–66. doi:10.1163/156853956X00084. JSTOR 4532869.",/wiki/Doi_(identifier),https://doi.org/10.1163%2F156853956X00084,/wiki/JSTOR_(identifier),https://www.jstor.org/stable/4532869,,,,,,,,,
98,"Bradshaw, J. W.; Goodwin, D.; Legrand-Defrétin, V.; Nott, H. M. (1996). ""Food selection by the domestic cat, an obligate carnivore"". Comparative Biochemistry and Physiology – Part A: Molecular & Integrative Physiology. 114 (3): 205–209. doi:10.1016/0300-9629(95)02133-7. PMID 8759144.",/wiki/Doi_(identifier),https://doi.org/10.1016%2F0300-9629%2895%2902133-7,/wiki/PMID_(identifier),https://pubmed.ncbi.nlm.nih.gov/8759144,,,,,,,,,
99,"Mills, D. S.; Marchant-Forde, J. (2010). Encyclopedia of Applied Animal Behaviour and Welfare. p. 518. ISBN 9780851997247. Archived from the original on 7 April 2017.",https://books.google.com/books?id=vrueZDfPUzoC&pg=PA518,/wiki/ISBN_(identifier),/wiki/Special:BookSources/9780851997247,https://web.archive.org/web/20170407004417/https://books.google.com/books?id=vrueZDfPUzoC&pg=PA518,,,,,,,,,
100,"McComb, K.; Taylor, A. M.; Wilson, C.; Charlton, B. D. (2009). ""The Cry Embedded within the Purr"". Current Biology. 19 (13): R507–508. Bibcode:2009CBio...19.R507M. doi:10.1016/j.cub.2009.05.033. PMID 19602409. S2CID 10972076.",https://doi.org/10.1016%2Fj.cub.2009.05.033,/wiki/Bibcode_(identifier),https://ui.adsabs.harvard.edu/abs/2009CBio...19.R507M,/wiki/Doi_(identifier),https://doi.org/10.1016%2Fj.cub.2009.05.033,/wiki/PMID_(identifier),https://pubmed.ncbi.nlm.nih.gov/19602409,/wiki/S2CID_(identifier),https://api.semanticscholar.org/CorpusID:10972076,,,,
101,"Levine, E.; Perry, P.; Scarlett, J.; Houpt, K. (2005). ""Intercat aggression in households following the introduction of a new cat"" (PDF). Applied Animal Behaviour Science. 90 (3–4): 325–336. doi:10.1016/j.applanim.2004.07.006. Archived from the original (PDF) on 26 March 2009.",https://web.archive.org/web/20090326225932/http://faculty.washington.edu/jcha/330_cats_introducing.pdf,/wiki/Doi_(identifier),https://doi.org/10.1016%2Fj.applanim.2004.07.006,http://faculty.washington.edu/jcha/330_cats_introducing.pdf,,,,,,,,,
102,"Horwitz, Debra (2022). ""Cat Behavior Problems - Aggression Redirected"". VCA Animal Hospitals. Archived from the original on 19 March 2022. Retrieved 16 June 2022.","https://vcahospitals.com/know-your-pet/cat-behavior-problems-aggression-redirected#:~:text=What%20is%20redirected%20aggression%3F,cat%20out%20on%20the%20property","https://web.archive.org/web/20220319184510/https://vcahospitals.com/know-your-pet/cat-behavior-problems-aggression-redirected#:~:text=What%20is%20redirected%20aggression%3F,cat%20out%20on%20the%20property",,,,,,,,,,,
103,"Johnson, Ingrid (17 May 2014). ""Redirected Aggression in Cats: Recognition and Treatment Strategies"". International Association of Animal Behavior Consultants. Archived from the original on 7 March 2022. Retrieved 16 June 2022.",https://iaabc.org/cat/redirected-aggression-in-cats,https://web.archive.org/web/20220307001045/https://iaabc.org/cat/redirected-aggression-in-cats,,,,,,,,,,,
104,"Soennichsen, S.; Chamove, A. S. (2015). ""Responses of cats to petting by humans"". Anthrozoös. 15 (3): 258–265. doi:10.2752/089279302786992577. S2CID 144843766.",/wiki/Doi_(identifier),https://doi.org/10.2752%2F089279302786992577,/wiki/S2CID_(identifier),https://api.semanticscholar.org/CorpusID:144843766,,,,,,,,,
105,"Moelk, M. (1944). ""Vocalizing in the House-cat; A Phonetic and Functional Study"". The American Journal of Psychology. 57 (2): 184–205. doi:10.2307/1416947. JSTOR 1416947.",/wiki/Doi_(identifier),https://doi.org/10.2307%2F1416947,/wiki/JSTOR_(identifier),https://www.jstor.org/stable/1416947,,,,,,,,,
106,"Cafazzo, S.; Natoli, E. (2009). ""The Social Function of Tail Up in the Domestic Cat (Felis silvestris catus)"". Behavioural Processes. 80 (1): 60–66. doi:10.1016/j.beproc.2008.09.008. PMID 18930121. S2CID 19883549.",/wiki/Doi_(identifier),https://doi.org/10.1016%2Fj.beproc.2008.09.008,/wiki/PMID_(identifier),https://pubmed.ncbi.nlm.nih.gov/18930121,/wiki/S2CID_(identifier),https://api.semanticscholar.org/CorpusID:19883549,,,,,,,
107,"Jensen, P. (2009). The Ethology of Domestic Animals. ""Modular Text"" series. Wallingford, England: Centre for Agriculture and Bioscience International. ISBN 9781845935368.",/wiki/Centre_for_Agriculture_and_Bioscience_International,/wiki/ISBN_(identifier),/wiki/Special:BookSources/9781845935368,,,,,,,,,,
108,"Bradshaw, John W. S. (2012). The Behaviour of the Domestic Cat. Wallingford: CABI. pp. 71–72. ISBN 9781780641201. Retrieved 6 July 2022.",https://books.google.com/books?id=CMQdnrR0xEsC,/wiki/ISBN_(identifier),/wiki/Special:BookSources/9781780641201,,,,,,,,,,
109,"von Muggenthaler, E.; Wright, B. ""Solving the Cat's Purr Mystery Using Accelerometers"". BKSV. Brüel & Kjær. Archived from the original on 22 July 2011. Retrieved 11 February 2010.",https://web.archive.org/web/20110722131617/http://www.bksv.com/catspurr,/wiki/Br%C3%BCel_%26_Kj%C3%A6r,http://www.bksv.com/catspurr,,,,,,,,,,
110,"""The Cat's Remarkable Purr"". ISnare. Archived from the original on 13 July 2011. Retrieved 6 August 2008.",http://www.isnare.com/?aid=195293&ca=Pets,https://web.archive.org/web/20110713063142/http://www.isnare.com/?aid=195293&ca=Pets,,,,,,,,,,,
111,"Beaver, Bonnie V. G. (2003). Feline behavior : a guide for veterinarians (2nd ed.). St. Louis, Missouri: Saunders. ISBN 9780721694986.",/wiki/ISBN_(identifier),/wiki/Special:BookSources/9780721694986,,,,,,,,,,,
112,"Remmers, J. E.; Gautier, H. (1972). ""Neural and mechanical mechanisms of feline purring"". Respiration Physiology. 16 (3): 351–361. doi:10.1016/0034-5687(72)90064-3. PMID 4644061.",/wiki/Doi_(identifier),https://doi.org/10.1016%2F0034-5687%2872%2990064-3,/wiki/PMID_(identifier),https://pubmed.ncbi.nlm.nih.gov/4644061,,,,,,,,,
113,"Frazer Sissom, D. E.; Rice, D. A.; Peters, G. (1991). ""How cats purr"". Journal of Zoology. 223 (1): 67–78. doi:10.1111/j.1469-7998.1991.tb04749.x. S2CID 32350871.",/wiki/Doi_(identifier),https://doi.org/10.1111%2Fj.1469-7998.1991.tb04749.x,/wiki/S2CID_(identifier),https://api.semanticscholar.org/CorpusID:32350871,,,,,,,,,
